split,group,image,file_name,width_px,height_px,objects,is_background
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006749.jpg,g01_006749.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006751.jpg,g01_006751.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006752.jpg,g01_006752.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006753.jpg,g01_006753.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006754.jpg,g01_006754.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006755.jpg,g01_006755.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006757.jpg,g01_006757.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006758.jpg,g01_006758.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006759.jpg,g01_006759.jpg,640,640,8,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006760.jpg,g01_006760.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006761.jpg,g01_006761.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006762.jpg,g01_006762.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006763.jpg,g01_006763.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006764.jpg,g01_006764.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006765.jpg,g01_006765.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006766.jpg,g01_006766.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006767.jpg,g01_006767.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006768.jpg,g01_006768.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006769.jpg,g01_006769.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006770.jpg,g01_006770.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006772.jpg,g01_006772.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006773.jpg,g01_006773.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006774.jpg,g01_006774.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006775.jpg,g01_006775.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006776.jpg,g01_006776.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006777.jpg,g01_006777.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006778.jpg,g01_006778.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006779.jpg,g01_006779.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006780.jpg,g01_006780.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006781.jpg,g01_006781.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006782.jpg,g01_006782.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006783.jpg,g01_006783.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006784.jpg,g01_006784.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006785.jpg,g01_006785.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006786.jpg,g01_006786.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006787.jpg,g01_006787.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006788.jpg,g01_006788.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006789.jpg,g01_006789.jpg,640,640,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006790.jpg,g01_006790.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006792.jpg,g01_006792.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006793.jpg,g01_006793.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006794.jpg,g01_006794.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006795.jpg,g01_006795.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006796.jpg,g01_006796.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006797.jpg,g01_006797.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006801.jpg,g01_006801.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006802.jpg,g01_006802.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006803.jpg,g01_006803.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006805.jpg,g01_006805.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006806.jpg,g01_006806.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006807.jpg,g01_006807.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006809.jpg,g01_006809.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006810.jpg,g01_006810.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006811.jpg,g01_006811.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006812.jpg,g01_006812.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006814.jpg,g01_006814.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006815.jpg,g01_006815.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006816.jpg,g01_006816.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006817.jpg,g01_006817.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006818.jpg,g01_006818.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006820.jpg,g01_006820.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006821.jpg,g01_006821.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006822.jpg,g01_006822.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006824.jpg,g01_006824.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006825.jpg,g01_006825.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006826.jpg,g01_006826.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006827.jpg,g01_006827.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006828.jpg,g01_006828.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006829.jpg,g01_006829.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006830.jpg,g01_006830.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006831.jpg,g01_006831.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006832.jpg,g01_006832.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006833.jpg,g01_006833.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006834.jpg,g01_006834.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006835.jpg,g01_006835.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006836.jpg,g01_006836.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006837.jpg,g01_006837.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006838.jpg,g01_006838.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006839.jpg,g01_006839.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006840.jpg,g01_006840.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006841.jpg,g01_006841.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006842.jpg,g01_006842.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006843.jpg,g01_006843.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006844.jpg,g01_006844.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006845.jpg,g01_006845.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006846.jpg,g01_006846.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006847.jpg,g01_006847.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006848.jpg,g01_006848.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006849.jpg,g01_006849.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006850.jpg,g01_006850.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006851.jpg,g01_006851.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006852.jpg,g01_006852.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006853.jpg,g01_006853.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006854.jpg,g01_006854.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006855.jpg,g01_006855.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006856.jpg,g01_006856.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006857.jpg,g01_006857.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006858.jpg,g01_006858.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006859.jpg,g01_006859.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006860.jpg,g01_006860.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006861.jpg,g01_006861.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006862.jpg,g01_006862.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006863.jpg,g01_006863.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006864.jpg,g01_006864.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006865.jpg,g01_006865.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006867.jpg,g01_006867.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006870.jpg,g01_006870.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006871.jpg,g01_006871.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006872.jpg,g01_006872.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006873.jpg,g01_006873.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006875.jpg,g01_006875.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006876.jpg,g01_006876.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006877.jpg,g01_006877.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006878.jpg,g01_006878.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006879.jpg,g01_006879.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006880.jpg,g01_006880.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006881.jpg,g01_006881.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006882.jpg,g01_006882.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006885.jpg,g01_006885.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006886.jpg,g01_006886.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006887.jpg,g01_006887.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006888.jpg,g01_006888.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006890.jpg,g01_006890.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006891.jpg,g01_006891.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006892.jpg,g01_006892.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006893.jpg,g01_006893.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006894.jpg,g01_006894.jpg,640,640,6,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006895.jpg,g01_006895.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006896.jpg,g01_006896.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006897.jpg,g01_006897.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006898.jpg,g01_006898.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006899.jpg,g01_006899.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006900.jpg,g01_006900.jpg,640,640,7,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006901.jpg,g01_006901.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006902.jpg,g01_006902.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006903.jpg,g01_006903.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006904.jpg,g01_006904.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006905.jpg,g01_006905.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006906.jpg,g01_006906.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006908.jpg,g01_006908.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006909.jpg,g01_006909.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006910.jpg,g01_006910.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006911.jpg,g01_006911.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006912.jpg,g01_006912.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006914.jpg,g01_006914.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006915.jpg,g01_006915.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006916.jpg,g01_006916.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006918.jpg,g01_006918.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006919.jpg,g01_006919.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006920.jpg,g01_006920.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006921.jpg,g01_006921.jpg,640,640,18,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006922.jpg,g01_006922.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006924.jpg,g01_006924.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006926.jpg,g01_006926.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006927.jpg,g01_006927.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006928.jpg,g01_006928.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006930.jpg,g01_006930.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006932.jpg,g01_006932.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006934.jpg,g01_006934.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006935.jpg,g01_006935.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006936.jpg,g01_006936.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006937.jpg,g01_006937.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006938.jpg,g01_006938.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006939.jpg,g01_006939.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006941.jpg,g01_006941.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006942.jpg,g01_006942.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006943.jpg,g01_006943.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006944.jpg,g01_006944.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006945.jpg,g01_006945.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006946.jpg,g01_006946.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006947.jpg,g01_006947.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006948.jpg,g01_006948.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006949.jpg,g01_006949.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006950.jpg,g01_006950.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006951.jpg,g01_006951.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006952.jpg,g01_006952.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006953.jpg,g01_006953.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006954.jpg,g01_006954.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006955.jpg,g01_006955.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006956.jpg,g01_006956.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006957.jpg,g01_006957.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006958.jpg,g01_006958.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006959.jpg,g01_006959.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006960.jpg,g01_006960.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006961.jpg,g01_006961.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006962.jpg,g01_006962.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006963.jpg,g01_006963.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006964.jpg,g01_006964.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006965.jpg,g01_006965.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006967.jpg,g01_006967.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006968.jpg,g01_006968.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006969.jpg,g01_006969.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006970.jpg,g01_006970.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006971.jpg,g01_006971.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006973.jpg,g01_006973.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006974.jpg,g01_006974.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006975.jpg,g01_006975.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006976.jpg,g01_006976.jpg,640,640,6,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006977.jpg,g01_006977.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006979.jpg,g01_006979.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006980.jpg,g01_006980.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006981.jpg,g01_006981.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006982.jpg,g01_006982.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006984.jpg,g01_006984.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006985.jpg,g01_006985.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006986.jpg,g01_006986.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006987.jpg,g01_006987.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006988.jpg,g01_006988.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006989.jpg,g01_006989.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006990.jpg,g01_006990.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006993.jpg,g01_006993.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006994.jpg,g01_006994.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006995.jpg,g01_006995.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006996.jpg,g01_006996.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006997.jpg,g01_006997.jpg,640,640,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006998.jpg,g01_006998.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_006999.jpg,g01_006999.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007000.jpg,g01_007000.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007001.jpg,g01_007001.jpg,640,640,4,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007002.jpg,g01_007002.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007003.jpg,g01_007003.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007004.jpg,g01_007004.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007005.jpg,g01_007005.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007006.jpg,g01_007006.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007007.jpg,g01_007007.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007009.jpg,g01_007009.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007010.jpg,g01_007010.jpg,640,640,7,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007011.jpg,g01_007011.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007012.jpg,g01_007012.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007013.jpg,g01_007013.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007014.jpg,g01_007014.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007015.jpg,g01_007015.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007016.jpg,g01_007016.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007017.jpg,g01_007017.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007018.jpg,g01_007018.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007021.jpg,g01_007021.jpg,640,640,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007022.jpg,g01_007022.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007024.jpg,g01_007024.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007025.jpg,g01_007025.jpg,640,640,5,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007027.jpg,g01_007027.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007028.jpg,g01_007028.jpg,640,640,2,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007029.jpg,g01_007029.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007030.jpg,g01_007030.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007031.jpg,g01_007031.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007032.jpg,g01_007032.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007033.jpg,g01_007033.jpg,640,640,3,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007034.jpg,g01_007034.jpg,640,640,1,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007035.jpg,g01_007035.jpg,640,640,7,0
train,01,datasets\fire_vn_yolo11seg_v1\images\train\g01_007036.jpg,g01_007036.jpg,640,640,2,0
